STOP	</s>
75	enterprises
75	entertainment
75	exploration
75	exporting
75	express
75	ferry
75	fitness
75	flat-rolled
75	fletcher
75	foods
75	football
75	forest
75	forest-products
75	fruit
75	fusion
75	galvanized
75	gas
75	genetics
75	giant
75	glass
75	graphics
75	harbor
75	highway
75	hilton
75	holding
75	hughes
75	illuminating
75	insider-trading
75	insight
75	instrumentation
75	insurance
75	intergroup
75	investment-banking
75	jewelry
75	king
75	kingdom
75	laboratory
75	laser
75	leasing
75	leisure
75	liberation
75	lowe
75	luxury-car
75	mail-order
75	manufacturing
75	media
75	medical
75	metals
75	microwave
75	mills
75	minerals
75	mining
75	mortgage
75	motors
75	n.v
75	natwest
75	nugget
75	obligation
75	odeon
75	oil
75	pacific
75	paper
75	parcel
75	park
75	pencil
75	pension
75	peripherals
75	perspective
75	petrochemical
75	petroleum
75	pharmaceutical
75	pharmaceuticals
75	physics
75	pictures
75	pioneer
75	pipe
75	pipeline
75	pizza
75	plains
75	plastics
75	printer
75	printing
75	productions
75	publishing
75	rail
75	railroad
75	railway
75	ranch
75	realty
75	recording
75	redevelopment
75	refining
75	relocation
75	rental
75	republic
75	reserve
75	resource
75	resources
75	restaurant
75	retailing
75	river
75	robins
75	rockefeller
75	rubber
75	s&l
75	savings
75	securities
75	semiconductor
75	services
75	soup
75	southwest
75	steel
75	steelworkers
75	tanker
75	telecommunications
75	telephone
75	television
75	textile
75	theatre
75	tire
75	titanium
75	tobacco
75	toy
75	transmission
75	tucson
75	tv
75	u.s.a.
75	unity
75	utility
75	valley
75	vanguard
75	veterans
75	video
75	wachovia
75	wildlife
75	worldwide
76	able
76	acceptable
76	access
76	accustomed
76	acquitted
76	afraid
76	agreeing
76	allocated
76	allowed
76	anxious
76	appealing
76	applicable
76	applied
76	applying
76	apt
76	assigned
76	attached
76	attempted
76	attempting
76	attributable
76	beginning
76	believed
76	bound
76	chosen
76	closer
76	committed
76	confined
76	connected
76	constructed
76	continued
76	contrary
76	contributing
76	dedicated
76	deemed
76	deployed
76	designated
76	designed
76	difficult
76	diverted
76	doomed
76	eager
76	easier
76	easy
76	elected
76	enough
76	entitled
76	equal
76	expanded
76	expected
76	exposed
76	failing
76	forced
76	geared
76	glad
76	going
76	guilty
76	happy
76	harder
76	hoped
76	hoping
76	identical
76	impossible
76	inclined
76	intend
76	intended
76	invited
76	lent
76	likely
76	linked
76	listening
76	loath
76	managed
76	meant
76	motivated
76	necessary
76	needed
76	obligated
76	obliged
76	pegged
76	perceived
76	planned
76	poised
76	positioned
76	prepared
76	preparing
76	prior
76	projected
76	promised
76	promising
76	prone
76	proposing
76	prudent
76	reacting
76	ready
76	refusing
76	related
76	relative
76	reluctant
76	required
76	responding
76	responsive
76	returned
76	returning
76	rumored
76	rushing
76	scared
76	scheduled
76	scrambling
76	seeking
76	sentenced
76	slated
76	sorry
76	starting
76	sticking
76	structured
76	struggling
76	subject
76	subordinate
76	sufficient
76	summoned
76	supposed
76	susceptible
76	switched
76	switching
76	tailored
76	talked
76	targeted
76	threatened
76	threatening
76	threatens
76	tied
76	transferred
76	tripled
76	trusted
76	trying
76	unable
76	unlikely
76	unrelated
76	unwilling
76	vulnerable
76	weird
76	willing
77	\*\*
77	abortions
77	abroad
77	accountability
77	again
77	alone
77	anybody
77	anymore
77	anyone
77	anything
77	apartheid
77	appearing
77	applicants
77	arise
77	assassinations
77	automobiles
77	azt
77	bacteria
77	ballooning
77	bargain-hunting
77	bourbon
77	bullets
77	calm
77	capitalism
77	cfcs
77	collateral
77	congress
77	cosby
77	curve
77	daffynition
77	differently
77	egypt
77	electronically
77	else
77	elsewhere
77	everything
77	everywhere
77	feedlots
77	filipino
77	forever
77	friday
77	fujis
77	fun
77	god
77	hbo
77	here
77	him
77	himself
77	homelessness
77	hypoglycemia
77	illegally
77	indefinitely
77	instructions
77	iran
77	itself
77	jupiter
77	kate
77	lying
77	managua
77	me
77	mice
77	modestly
77	mom
77	monday
77	myself
77	namibia
77	neutrons
77	nonsense
77	osha
77	ourselves
77	outsiders
77	par
77	patience
77	perestroika
77	permission
77	polyethylene
77	privately
77	profit-taking
77	quack
77	refuge
77	regularly
77	reporters
77	representation
77	respect
77	retreating
77	ru-486
77	shoppers
77	sidhpur
77	skiing
77	smokers
77	smoothly
77	socialism
77	somebody
77	someone
77	ssangyong
77	sunday
77	theirs
77	them
77	themselves
77	thursday
77	today
77	tomorrow
77	tonight
77	tuesday
77	unesco
77	unsuccessfully
77	us
77	wednesday
77	yesterday
77	yourself
78	above
78	airbus
78	exceeding
78	exceeds
78	from
78	or
78	plus
78	reflecting
78	representing
78	wsj
79	'80s
79	accident
79	accord
79	agenda
79	agreement
79	alliance
79	ally
79	amendment
79	analysis
79	announcement
79	apartment
79	appearance
79	application
79	appointment
79	approach
79	argument
79	arrangement
79	atmosphere
79	attitude
79	audience
79	audiences
79	award
79	background
79	backlash
79	bag
79	balloon
79	band
79	baseline
79	basket
79	bat
79	battle
79	belief
79	bidder
79	bill
79	birthday
79	blueprint
79	board
79	boat
79	body
79	book
79	boom
79	boss
79	boy
79	burden
79	bureaucrat
79	buyer
79	campaign
79	candidate
79	cap
79	career
79	case
79	catalyst
79	category
79	cease-fire
79	chair
79	character
79	charity
79	charter
79	chorus
79	circle
79	class
79	clerk
79	client
79	clue
79	coalition
79	collar
79	comeback
79	comedy
79	competitor
79	complaint
79	compromise
79	condition
79	confrontation
79	connections
79	contest
79	contract
79	controversy
79	conversation
79	conviction
79	corner
79	corporation
79	courthouse
79	courtroom
79	crackdown
79	crop
79	cup
79	cycle
79	dam
79	daughter
79	day
79	deadline
79	deal
79	debut
79	declaration
79	deduction
79	demonstration
79	departure
79	deputies
79	desk
79	destruction
79	device
79	difference
79	dilemma
79	disadvantage
79	disease
79	dispute
79	document
79	dog
79	dogs
79	downside
79	downturn
79	dream
79	drought
79	duo
79	duties
79	duty
79	earthquake
79	edition
79	election
79	embryo
79	employer
79	entity
79	entry
79	environment
79	episode
79	era
79	error
79	evacuation
79	event
79	experiment
79	explanation
79	eye
79	farmer
79	feat
79	field
79	fighter
79	filing
79	flaw
79	format
79	formula
79	fortune
79	friend
79	friendship
79	furor
79	game
79	garage
79	gene
79	gestures
79	girlfriend
79	grip
79	ground
79	guests
79	guy
79	handicapped
79	harvest
79	hastily
79	hat
79	havoc
79	headaches
79	headquarters
79	hearing
79	heir
79	hero
79	holder
79	hole
79	homer
79	hook
79	horizon
79	hunting
79	illusion
79	image
79	implication
79	incident
79	incinerator
79	indictment
79	injunction
79	inquiry
79	insistence
79	instrument
79	insurer
79	issue
79	issuer
79	item
79	job
79	joke
79	judgment
79	kid
79	killer
79	language
79	lawn
79	lawsuit
79	leadership
79	legislator
79	lender
79	lesson
79	library
79	load
79	lobby
79	man
79	massacre
79	measure
79	meeting
79	merger
79	mess
79	message
79	mission
79	monster
79	mood
79	mouse
79	mystery
79	name
79	nomination
79	nose
79	novel
79	novelist
79	office
79	opinion
79	opponent
79	ordinance
79	outcry
79	package
79	pact
79	panel
79	partnership
79	pattern
79	person
79	philosophy
79	pickup
79	picture
79	plate
79	politician
79	poll
79	population
79	position
79	pot
79	pound
79	precedent
79	predecessor
79	prediction
79	preference
79	premises
79	prerogatives
79	presence
79	presidency
79	priority
79	privilege
79	privileges
79	problem
79	procedure
79	process
79	project
79	promotion
79	proposal
79	prosecution
79	prospectus
79	protein
79	province
79	provision
79	queen
79	quota
79	raider
79	rating
79	ratio
79	rationale
79	recapitalization
79	receiver
79	reception
79	recommendation
79	reconciliation
79	refinery
79	registration
79	relationship
79	rep
79	reputation
79	request
79	resilience
79	resort
79	restructuring
79	rhetoric
79	ringer
79	road
79	roadway
79	ruble
79	ruling
79	rulings
79	rumor
79	runway
79	salon
79	scenario
79	scene
79	screen
79	script
79	season
79	seat
79	sell-off
79	seller
79	session
79	setback
79	settlement
79	side
79	sideline
79	sights
79	site
79	situation
79	sky
79	slowdown
79	soil
79	solution
79	song
79	speech
79	spinoff
79	sport
79	statement
79	status
79	statute
79	storm
79	story
79	strategy
79	strip
79	structure
79	struggle
79	studio
79	study
79	style
79	successor
79	suit
79	suitor
79	summit
79	survey
79	sweep
79	table
79	team
79	technique
79	temblor
79	tenure
79	terminal
79	theme
79	theory
79	timetable
79	tone
79	topic
79	tower
79	transaction
79	trap
79	tree
79	tremor
79	trend
79	tro
79	trough
79	truce
79	truth
79	tumor
79	tunnel
79	turnaround
79	user
79	vaccine
79	venture
79	verdict
79	veto
79	victory
79	voice
79	waiver
79	walls
79	weekend
79	widow
79	wife
79	window
79	wings
79	winner
79	witness
79	woman
79	word
79	writer
80	n't
81	'
81	alleging
81	and
81	footing
81	formerly
81	including
81	manufactures
81	notably
81	notwithstanding
81	practically
81	sporting
81	titled
81	via
81	vs.
81	whose
82	accounts
82	accusations
82	actions
82	acts
82	additions
82	adjustments
82	ads
82	advertisements
82	advice
82	aeroflot
82	aftershocks
82	agreements
82	allegations
82	alliances
82	allies
82	alternatives
82	amortization
82	animals
82	annuities
82	apartments
82	apples
82	appointments
82	articles
82	assumptions
82	athletes
82	attitudes
82	attraction
82	auctions
82	audits
82	backlogs
82	bans
82	bargains
82	beings
82	belts
82	beneficiaries
82	beretta
82	bets
82	bids
82	bikes
82	boards
82	bondholders
82	bonuses
82	books
82	boys
82	brains
82	bread
82	budgets
82	buildings
82	bureaucrats
82	bursts
82	calculations
82	campaigns
82	candidates
82	carpeting
82	carpets
82	cars
82	cases
82	categories
82	causes
82	cells
82	chairmen
82	challenges
82	channels
82	characters
82	charges
82	charities
82	charts
82	cheating
82	cherokee
82	chlorofluorocarbons
82	choices
82	chores
82	claims
82	clients
82	clouds
82	clues
82	coins
82	colleagues
82	collectors
82	colleges
82	colors
82	columns
82	comments
82	commissions
82	complaints
82	concerns
82	conflicts
82	confusion
82	constraints
82	contracting
82	controllers
82	controls
82	cooperatives
82	copying
82	corporations
82	corruption
82	corsica
82	costs
82	counts
82	couples
82	coupons
82	courses
82	crashes
82	creativity
82	creatures
82	crew
82	criminals
82	crusaders
82	curbs
82	customers
82	deadlines
82	dealerships
82	deals
82	deaths
82	debts
82	decisions
82	deductions
82	defenses
82	deficits
82	degrees
82	deliberations
82	demands
82	demonstrations
82	departments
82	departures
82	dependents
82	depression
82	desks
82	detectors
82	diamonds
82	difficulties
82	directors
82	disclosures
82	discounts
82	discussions
82	displays
82	distributions
82	districts
82	dividends
82	documents
82	doors
82	drives
82	drugs
82	ducks
82	dunes
82	dust
82	economies
82	eggs
82	elements
82	employees
82	ends
82	enemies
82	enemy
82	engines
82	equation
82	estimates
82	events
82	excitement
82	expectations
82	expenditures
82	expenses
82	exports
82	eyes
82	families
82	fans
82	fares
82	farms
82	fears
82	feelings
82	fees
82	figures
82	filings
82	films
82	findings
82	fires
82	flights
82	floors
82	flowers
82	forces
82	forecasts
82	forms
82	forth
82	fortunes
82	freeways
82	friends
82	frustration
82	functions
82	fundamentals
82	gainers
82	genes
82	girl
82	guarantees
82	guards
82	guidelines
82	guns
82	guys
82	habits
82	hats
82	haunts
82	hazards
82	hearings
82	herself
82	highways
82	hints
82	hispanics
82	hits
82	holders
82	homes
82	horses
82	hosts
82	ideas
82	imbalances
82	imports
82	incest
82	incidents
82	incomes
82	indexation
82	initiatives
82	innovation
82	installations
82	interviews
82	inventories
82	investigations
82	iras
82	jackets
82	jitters
82	jobs
82	jokes
82	judgments
82	jurors
82	kids
82	labels
82	lawsuits
82	leases
82	lens
82	letters
82	liabilities
82	licenses
82	limitations
82	lists
82	lives
82	lobbyists
82	locations
82	losers
82	magazines
82	mainframes
82	matters
82	measures
82	meetings
82	mega-issues
82	members
82	messages
82	methods
82	middlemen
82	minicomputers
82	minivans
82	mistakes
82	mit
82	models
82	morale
82	mothers
82	moves
82	movies
82	municipals
82	names
82	negotiations
82	neighborhoods
82	neighbors
82	nervousness
82	newsletters
82	numbers
82	occasions
82	oils
82	ones
82	opinions
82	optimism
82	orders
82	outlays
82	overcapacity
82	owners
82	packages
82	panels
82	parties
82	partnerships
82	payouts
82	pcs
82	penalties
82	perceptions
82	performer
82	performers
82	pesticides
82	petrochemicals
82	picks
82	pieces
82	places
82	planes
82	pleasure
82	pockets
82	poles
82	policies
82	policyholders
82	polls
82	pools
82	possibilities
82	posts
82	potatoes
82	predictions
82	premiums
82	preparation
82	pressures
82	pride
82	principles
82	prints
82	priorities
82	prizes
82	problems
82	procedures
82	profits
82	programmers
82	programs
82	promotions
82	proposals
82	prospects
82	prosperity
82	protesters
82	protests
82	provisions
82	purchasers
82	purchases
82	questions
82	quotations
82	quotes
82	ratings
82	reactions
82	reasons
82	rebels
82	recipients
82	recommendations
82	refineries
82	regulation
82	relationships
82	repairs
82	reports
82	reruns
82	reservations
82	residents
82	respectability
82	responses
82	responsibility
82	restrictions
82	returns
82	reviews
82	riders
82	risks
82	rivals
82	roads
82	roadways
82	rocks
82	rod
82	rooms
82	royalties
82	rules
82	rumors
82	russians
82	s&ls
82	samples
82	sanctions
82	scenarios
82	scenes
82	schedules
82	scores
82	seats
82	secrets
82	segments
82	sellers
82	sets
82	settlements
82	shareholders
82	sheets
82	shelter
82	shirts
82	shoes
82	skiers
82	skills
82	soldiers
82	soul
82	soybeans
82	span
82	specifications
82	speculation
82	spouses
82	stadiums
82	standards
82	stars
82	statements
82	stays
82	steps
82	stockholders
82	stops
82	stories
82	strengths
82	stress
82	strikes
82	strokes
82	structures
82	studies
82	subjects
82	subordinates
82	subsidies
82	suggestions
82	suits
82	sums
82	supplies
82	surgery
82	surveys
82	suspects
82	symptoms
82	tables
82	tactics
82	takeovers
82	talks
82	tanks
82	tariffs
82	tasks
82	tea
82	teachers
82	teams
82	teeth
82	telephones
82	temperatures
82	tests
82	themes
82	things
82	thoughts
82	thrifts
82	ties
82	tires
82	titles
82	topics
82	tours
82	tradition
82	trails
82	transactions
82	transfers
82	tremors
82	trucks
82	trusts
82	uncertainties
82	underwriter
82	usage
82	users
82	values
82	vans
82	vehicles
82	victims
82	victories
82	viewers
82	views
82	visitors
82	volumes
82	voters
82	votes
82	wages
82	warnings
82	warrants
82	ways
82	wealth
82	windows
82	winners
82	withdrawals
82	words
82	works
82	yields
82	zones
83	13-week
83	26-week
83	abortion-rights
83	academic
83	acadia
83	across-the-board
83	administrative
83	adult
83	adverse
83	affordable
83	afghan
83	aging
83	anthrax
83	anti-abortion
83	anti-drug
83	antitrust
83	armed
83	arms-control
83	asian
83	athletic
83	atmospheric
83	automated
83	automatic
83	automobile
83	b-2
83	balanced
83	bankruptcy-court
83	bankruptcy-law
83	beauty
83	beverage
83	big-time
83	billing
83	biological
83	blank
83	blood
83	blue
83	blue-chip
83	boiler
83	bottled
83	broad-based
83	budgetary
83	bureaucratic
83	carbon
83	cardiovascular
83	catastrophic
83	ceramic
83	charitable
83	cherry
83	chevy
83	chivas
83	cigarette
83	civil
83	civilian
83	clinical
83	cocom
83	colon
83	compact
83	comprehensive
83	congressional
83	consumer
83	contra
83	contraceptive
83	cooking
83	cooperative
83	corporate
83	cosmetics
83	cost-of-living
83	covert
83	credit-card
83	creditor
83	criminal
83	cross-border
83	crystal
83	cultural
83	current-carrying
83	cyclical
83	dairy
83	day-to-day
83	deb
83	deceptive
83	declining
83	defective
83	democratic
83	depository
83	desktop
83	diagnostic
83	dialysis
83	diesel
83	diplomatic
83	direct
83	direct-mail
83	disciplinary
83	discontinued
83	discretionary
83	dissident
83	dollar-denominated
83	domestic
83	drug-related
83	durable
83	duty-free
83	earthquake-related
83	economic
83	educational
83	electoral
83	electrical
83	emergency
83	environmental
83	ethnic
83	exchange-rate
83	existing
83	export
83	external
83	fetal-tissue
83	fixed-price
83	flexible
83	foreclosed
83	foreign
83	foreign-currency
83	foreign-exchange
83	fossil
83	fraudulent
83	free-market
83	freight
83	frequent
83	full-time
83	fur
83	generic
83	global
83	golf
83	greenhouse
83	guerrilla
83	hard-disk
83	hdtv
83	health-care
83	high-end
83	high-priced
83	high-quality
83	high-technology
83	hispanic
83	home-equity
83	hot
83	household
83	human
83	humanitarian
83	hybrid
83	ideological
83	imported
83	improper
83	independent
83	index-arbitrage
83	indian
83	individual
83	industrialized
83	inner-city
83	installment
83	instant
83	institutional
83	intellectual
83	intensive
83	interest-rate
83	interior
83	iranian
83	japanese
83	judicial
83	kidney
83	knowledgeable
83	labor
83	laptop
83	law-enforcement
83	legal
83	legislative
83	licensing
83	life-insurance
83	linear
83	liquor
83	loan-loss
83	local
83	long-term
83	low-cost
83	low-income
83	lumber
83	lung
83	luxury
83	magnetic
83	mandatory
83	marble
83	mass-market
83	medium-sized
83	mental
83	middle-class
83	midsized
83	military
83	money-fund
83	money-market
83	mountain
83	mountain-bike
83	mounting
83	multinational
83	mundane
83	mutual-fund
83	nagging
83	neighboring
83	newer
83	non-food
83	nonperforming
83	nonprofit
83	nonrecurring
83	notable
83	older
83	omnibus
83	optical
83	organic
83	other
83	packaged-goods
83	pediatric
83	periodic
83	perjury
83	persistent
83	personal
83	pet
83	physical
83	picket
83	plastic
83	political
83	pork-barrel
83	portable
83	potential
83	prepayment
83	prescription
83	pretrial
83	price-earnings
83	private
83	pro-choice
83	pro-democracy
83	procedural
83	program-trading
83	promotional
83	propane
83	prosecutorial
83	prospective
83	psychiatric
83	psychological
83	public
83	punitive
83	purchasing
83	pure
83	racial
83	racketeering
83	raw
83	real-estate
83	reckless
83	recreation
83	recreational
83	regulatory
83	reproductive
83	reputable
83	residential
83	retail
83	revolving
83	risc
83	rural
83	russian
83	seasonal
83	seismic
83	short-term
83	simpler
83	single-family
83	six-month
83	skilled
83	skin
83	small-business
83	social
83	soft-drink
83	softer
83	solo
83	soo
83	soybean
83	spanish
83	spare
83	special-interest
83	speculative
83	standardized
83	stanford
83	strategic
83	stress-related
83	structural
83	superconductor
83	supplemental
83	synthetic
83	technical
83	technological
83	tennis
83	terrorist
83	theoretical
83	thoroughbred
83	three-month
83	transplant
83	tumor-suppressor
83	u.s.-soviet
83	ufo
83	unanticipated
83	unauthorized
83	unfavorable
83	unidentified
83	unpaid
83	unscrupulous
83	unused
83	ups
83	urban
83	utilization
83	uv-b
83	various
83	venture-capital
83	videocassette
83	virgin
83	vivid
83	voluntary
83	western-style
83	white-collar
83	wholesale
83	willful
83	would-be
84	coming
84	consecutive
84	eight
84	few
84	five
84	four
84	homosexual
84	hundred
84	lovely
84	nine
84	seven
84	several
84	six
84	tax-loss
84	ten
84	three
84	two
84	wall
85	ab
85	ag
85	ala.
85	ambrosiano
85	ariz.
85	australia
85	bradstreet
85	bumiputra
85	c.d.s
85	calif.
85	co.
85	colo.
85	conn.
85	containers
85	corp.
85	cos.
85	del.
85	diseases
85	exterior
85	fla.
85	ga.
85	hedges
85	hydro-quebec
85	ii
85	iii
85	ill.
85	inc.
85	ind.
85	jr.
85	l.p.
85	ltd.
85	mac
85	mae
85	mass.
85	mather
85	mclennan
85	md.
85	mich.
85	minn.
85	mo.
85	murdoch
85	n.c.
85	n.j.
85	n.m.
85	n.v.
85	n.y.
85	neb.
85	nerves
85	nev.
85	okla.
85	oy
85	pa.
85	pasta
85	plc
85	quist
85	r.i.
85	rubicam
85	s.a.
85	s.c.
85	scotland
85	showroom
85	telesis
85	tenn.
85	toubro
85	trecker
85	usa
85	va.
85	warehouse
85	wash
85	wash.
85	wis.
86	atlas
86	baring
86	brooks
86	coates
86	coin
86	dayton
86	donaldson
86	east
86	georgia
86	hurricane
86	ivory
86	kleinwort
86	las
86	los
86	merrill
86	mitsubishi
86	morgan
86	navigation
86	north
86	northern
86	nuovo
86	occupied
86	persian
86	polly
86	prebon
86	r.h.
86	real
86	salomon
86	san
86	santa
86	shearson
86	south
86	wells
86	west
86	wichita
87	a.
87	a.g.
87	abbie
87	al
87	alan
87	albert
87	alex
87	alfred
87	alice
87	alvin
87	andrew
87	andy
87	ann
87	anne
87	anthony
87	arnold
87	arthur
87	asea
87	b.
87	banque
87	barbara
87	barclays
87	barry
87	benjamin
87	bernard
87	beth
87	bob
87	brian
87	bruce
87	c.
87	carl
87	carlos
87	carol
87	charles
87	chris
87	christopher
87	chuck
87	cie
87	cie.
87	clifford
87	col.
87	craig
87	cynthia
87	dale
87	dan
87	daniel
87	dave
87	david
87	de
87	dean
87	del
87	dennis
87	di
87	dick
87	don
87	donald
87	doug
87	douglas
87	e.
87	eastman
87	ed
87	eddie
87	eduard
87	edward
87	edwin
87	eli
87	elizabeth
87	elliott
87	eric
87	ernest
87	eugene
87	f.
87	financiere
87	francis
87	frank
87	fred
87	frederick
87	fried
87	g.
87	gary
87	george
87	gerald
87	gerard
87	giovanni
87	gitano
87	glenn
87	gordon
87	gov.
87	graham
87	gregory
87	h.
87	harold
87	harris
87	harrison
87	harry
87	helmut
87	henry
87	herbert
87	howard
87	i.
87	ian
87	irving
87	ivan
87	j.
87	j.p.
87	jack
87	jacob
87	james
87	jamie
87	jay
87	jean
87	jeff
87	jefferson
87	jeffrey
87	jerome
87	jerry
87	jim
87	joan
87	joe
87	joel
87	john
87	jonathan
87	joseph
87	justin
87	k.
87	karen
87	keith
87	ken
87	kenneth
87	kerry
87	kevin
87	kia
87	kim
87	kirk
87	kohlberg
87	kurt
87	l.
87	la
87	larry
87	laurence
87	lawrence
87	lazard
87	legg
87	leo
87	leon
87	leonard
87	leslie
87	linda
87	lipton
87	lord
87	luis
87	lynn
87	m.
87	manuel
87	marc
87	margaret
87	maria
87	mario
87	marlin
87	martin
87	marvin
87	mary
87	maurice
87	mcdonnell
87	michael
87	mike
87	morrison
87	n.
87	neal
87	neil
87	nguyen
87	nicholas
87	norman
87	o.
87	oliver
87	p.
87	pat
87	patrick
87	paul
87	peat
87	pete
87	peter
87	phil
87	philip
87	prentice
87	prince
87	prof.
87	r.
87	ralph
87	ray
87	raymond
87	rep.
87	richard
87	robert
87	robin
87	roger
87	ron
87	s.
87	sam
87	samuel
87	sanford
87	saul
87	scott
87	sen.
87	sens.
87	seymour
87	sir
87	st.
87	stephen
87	steve
87	steven
87	stuart
87	succeeding
87	susan
87	t.
87	ted
87	terry
87	thomas
87	tim
87	timothy
87	tom
87	tony
87	tyler
87	v.
87	van
87	victor
87	vincent
87	von
87	w.
87	walter
87	william
87	witter
87	zoete
88	according
88	agreed
88	aims
88	amounted
88	appeared
88	appears
88	applies
88	attributes
88	belongs
88	bowed
88	chose
88	confessed
88	consented
88	conspired
88	continues
88	contributed
88	decided
88	decides
88	declined
88	definitively
88	devoted
88	expects
88	failed
88	fails
88	fled
88	happens
88	hopes
88	intends
88	intervened
88	leads
88	narrowed
88	needs
88	object
88	ought
88	plans
88	pledged
88	prefers
88	prepares
88	promises
88	reacted
88	referred
88	referring
88	refused
88	refuses
88	relating
88	rushed
88	scrambled
88	seeks
88	seemed
88	seems
88	shrank
88	stands
88	struggled
88	struggles
88	swelled
88	tend
88	tends
88	thanks
88	tried
88	tries
88	voted
88	vowed
88	wanted
88	wanting
88	wants
88	wishes
89	alike
89	angels
89	atlantis
89	capitalists
89	deliveries
89	hanover
89	khan
89	polled
89	russia
89	surveyed
89	towers
89	which
89	who
89	whom
90	1950s
90	1970s
90	1980s
90	article
90	avenue
90	century
90	decade
90	evening
90	minute
90	month
90	morning
90	night
90	period
90	quarter
90	restriction
90	shield
90	spring
90	steelmaker
90	subscriber
90	summer
90	week
90	year
91	absorbed
91	accessible
91	accompanied
91	accounted
91	acted
91	acting
91	aided
91	aimed
91	aiming
91	aligned
91	appointed
91	associated
91	available
91	backed
91	balked
91	based
91	battered
91	bearing
91	besieged
91	betting
91	billed
91	blamed
91	bolstered
91	bracing
91	buoyed
91	calculated
91	callable
91	calling
91	capitalized
91	centered
91	charged
91	cheered
91	closed
91	commenting
91	commissioned
91	compared
91	compatible
91	competes
91	compiled
91	concentrated
91	concentrating
91	confronted
91	consistent
91	consumed
91	contacted
91	contrasts
91	controlled
91	coping
91	counted
91	coupled
91	covered
91	dealing
91	defined
91	depended
91	dependent
91	depending
91	depends
91	directed
91	distributed
91	divided
91	dogged
91	dominated
91	donated
91	double-a
91	drifted
91	earmarked
91	eligible
91	employed
91	encouraged
91	enhanced
91	equipped
91	except
91	exchanged
91	exercised
91	exists
91	exploded
91	faded
91	familiar
91	filled
91	financed
91	focused
91	focuses
91	focusing
91	greeted
91	hanging
91	headed
91	heading
91	impressed
91	indirectly
91	infringed
91	initiated
91	interpreted
91	knocking
91	known
91	led
91	liable
91	listed
91	loaded
91	lobbying
91	locked
91	looking
91	magnified
91	mandated
91	marketed
91	maturing
91	measured
91	mentioned
91	opted
91	owned
91	peaked
91	pleased
91	pressed
91	pressured
91	priced
91	prohibited
91	protected
91	punishable
91	quoted
91	regarded
91	relied
91	relies
91	relying
91	resigning
91	responsible
91	rocked
91	rolled
91	satisfied
91	scattered
91	screens
91	searched
91	searches
91	searching
91	served
91	shaken
91	shooting
91	single-a
91	single-a-1
91	sitting
91	somewhere
91	spokesmen
91	sponsored
91	spooked
91	spurred
91	stepping
91	stood
91	strapped
91	strategist
91	strictly
91	stuck
91	supplied
91	surrounded
91	tacked
91	tendered
91	tracked
91	traded
91	trained
91	translated
91	traveling
91	triple-a
91	unavailable
91	uncomfortable
91	underwritten
91	unhappy
91	vacated
91	valued
91	viewed
91	waiting
91	weighed
92	admitting
92	all
92	behalf
92	campus
92	control
92	custody
92	disabilities
92	disruptions
92	double
92	doubled
92	each
92	example
92	flooding
92	half
92	instance
92	landfill
92	lifting
92	married
92	midmorning
92	neither
92	none
92	one
92	one-half
92	one-third
92	pbs
92	rebuilding
92	renewal
92	rid
92	satisfying
92	sharing
92	shv
92	streamlining
92	twelve
92	two-thirds
93	about
93	approximately
93	banc
93	below
93	chromosome
93	exit
93	jan
93	least
93	nearly
93	nervously
93	removing
93	roughly
93	than
94	adrs
94	appreciation
94	bonds
94	branches
94	bricks
94	cds
94	circuits
94	debentures
94	dollars
94	eurobonds
94	feet
94	gallons
94	indications
94	killings
94	microprocessors
94	mortgages
94	mushrooms
94	note
94	notes
94	nyse
94	outstanding
94	passengers
94	proof
94	provinces
94	receipts
94	records
94	shares
94	subscribers
94	switches
94	trials
94	units
94	wisdom
94	wound
95	acceleration
95	barrel
95	bit
95	bomb
95	bottle
95	briefing
95	bunch
95	bushel
95	caller
95	dial
95	diversion
95	doubling
95	duck
95	exemption
95	explosion
95	fraction
95	half-hour
95	hour
95	illustration
95	inch
95	interview
95	letter
95	lid
95	lot
95	memorandum
95	mile
95	ounce
95	pall
95	pawn
95	penny
95	photograph
95	rash
95	recession
95	result
95	row
95	share
95	slew
95	tailspin
95	ton
95	warrant
96	dillon
96	helps
96	may
96	must
96	shall
96	sim
96	will
97	absence
97	accumulation
97	acquisition
97	adoption
97	advance
97	advent
97	aftermath
97	age
97	ages
97	amount
97	arrest
97	assessment
97	assumption
97	auction
97	authors
97	availability
97	backdrop
97	backlog
97	balance
97	barometer
97	bottom
97	breakup
97	brink
97	brunt
97	buildup
97	bulk
97	buy-back
97	cancellation
97	centerpiece
97	chances
97	charge
97	clash
97	clutter
97	collapse
97	concentration
97	concept
97	conclusion
97	confederation
97	consensus
97	consequences
97	context
97	cost
97	creation
97	criticisms
97	culmination
97	daughters
97	degree
97	demise
97	devaluation
97	devastation
97	diet
97	direction
97	disappearance
97	disclosure
97	discovery
97	dislike
97	dismissal
97	disposal
97	divergence
97	divestiture
97	doldrums
97	downgrading
97	edge
97	effectiveness
97	effects
97	emergence
97	ems
97	end
97	envy
97	epicenter
97	equivalent
97	erosion
97	evolution
97	examination
97	exception
97	excesses
97	exclusion
97	execution
97	expectation
97	expiration
97	extension
97	extent
97	facts
97	fate
97	fleet
97	formation
97	foundations
97	glare
97	goal
97	handling
97	hands
97	heart
97	heels
97	helm
97	humor
97	idea
97	identity
